,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts
AASDH,OPTIMAL,0.0,0,OPTIMAL,0.00599980354309082,4,OPTIMAL,0.009000301361083984,2,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.013000965118408203,47,OPTIMAL,0.0,0,OPTIMAL,0.009999990463256836,4,OPTIMAL,0.006999969482421875,2,OPTIMAL,0.0030002593994140625,15,OPTIMAL,0.014999866485595703,47,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.007999897003173828,16,OPTIMAL,0.01300048828125,36,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.014000177383422852,16,OPTIMAL,0.018000125885009766,36,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.017000436782836914,16,OPTIMAL,0.020999908447265625,36
AASDHPPT,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.009999990463256836,14,OPTIMAL,0.02200007438659668,72,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.01100015640258789,14,OPTIMAL,0.015000104904174805,72,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.013000249862670898,17,CUT_LIMIT,0.03500080108642578,100,OPTIMAL,0.013000249862670898,3,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.017999887466430664,17,CUT_LIMIT,0.52099609375,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.012000322341918945,3,OPTIMAL,0.013999700546264648,17,TOTAL_TIME_LIMIT,30.00099778175354,8735
AASS,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.004999876022338867,4,OPTIMAL,0.0,0,OPTIMAL,0.013000011444091797,15,CUT_LIMIT,0.030999422073364258,100,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.005000114440917969,4,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.006000041961669922,15,CUT_LIMIT,0.45999956130981445,1000,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,INFEASIBLE,0.0,0,OPTIMAL,0.014000177383422852,17,OPTIMAL,0.016000032424926758,41,INFEASIBLE,0.0,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.023999929428100586,17,OPTIMAL,0.018999576568603516,41,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,INFEASIBLE,0.0,0,OPTIMAL,0.015000343322753906,17,OPTIMAL,0.018999576568603516,41
AATF,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.009000062942504883,1,OPTIMAL,0.017000198364257812,16,CUT_LIMIT,0.03399968147277832,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.00599980354309082,1,OPTIMAL,0.012000083923339844,16,CUT_LIMIT,0.49200010299682617,1000,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0039997100830078125,15,OPTIMAL,0.036000967025756836,88,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,15,OPTIMAL,0.028000354766845703,88,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.032999515533447266,88
ABCA1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.00599980354309082,1,OPTIMAL,0.013999700546264648,14,OPTIMAL,0.012000083923339844,47,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.004999876022338867,14,OPTIMAL,0.023000478744506836,47,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.013000011444091797,17,OPTIMAL,0.013999700546264648,29,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.016000032424926758,17,OPTIMAL,0.02100086212158203,29,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.012999773025512695,17,OPTIMAL,0.020999431610107422,29
ABCA5,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.014000415802001953,16,OPTIMAL,0.011999368667602539,58,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.008999824523925781,1,OPTIMAL,0.01699995994567871,16,OPTIMAL,0.018999814987182617,58,OPTIMAL,0.0,0,OPTIMAL,0.004999637603759766,3,OPTIMAL,0.026000261306762695,6,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.020000219345092773,79,OPTIMAL,0.023000001907348633,6,OPTIMAL,0.006000041961669922,3,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0030002593994140625,15,OPTIMAL,0.03899979591369629,79,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004000186920166016,3,OPTIMAL,0.01900029182434082,6,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.018000364303588867,79
ABCA6,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0010001659393310547,1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.026000022888183594,16,OPTIMAL,0.01999974250793457,48,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.00800013542175293,16,OPTIMAL,0.01900005340576172,48,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0019998550415039062,0,INFEASIBLE,0.0010001659393310547,0,INFEASIBLE,0.0009999275207519531,0
ABCB10,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.024000167846679688,14,OPTIMAL,0.020000219345092773,72,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.013000011444091797,14,OPTIMAL,0.01900005340576172,72,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,4,OPTIMAL,0.012000083923339844,1,OPTIMAL,0.00500035285949707,15,CUT_LIMIT,0.020999670028686523,100,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.0029997825622558594,4,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0070002079010009766,15,CUT_LIMIT,0.4500000476837158,1000,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0029997825622558594,4,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.0,15,CUT_LIMIT,28.099998235702515,10000
ABCB7,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.008999824523925781,2,OPTIMAL,0.023999452590942383,15,OPTIMAL,0.012000322341918945,64,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.01100015640258789,2,OPTIMAL,0.015999794006347656,15,OPTIMAL,0.017000675201416016,64,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.014000177383422852,17,CUT_LIMIT,0.0280001163482666,100,OPTIMAL,0.0029997825622558594,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.007999897003173828,17,CUT_LIMIT,0.5319981575012207,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.018000125885009766,1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.010999917984008789,17,TOTAL_TIME_LIMIT,30.00399947166443,9294
ABCB8,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,4,OPTIMAL,0.018999814987182617,5,OPTIMAL,0.005000114440917969,14,CUT_LIMIT,0.021999359130859375,100,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,4,OPTIMAL,0.017999649047851562,5,OPTIMAL,0.004000186920166016,14,CUT_LIMIT,0.45800042152404785,1000,OPTIMAL,0.0,0,OPTIMAL,0.014999866485595703,3,OPTIMAL,0.021000146865844727,3,OPTIMAL,0.0029997825622558594,15,OPTIMAL,0.015999555587768555,61,OPTIMAL,0.009000062942504883,3,OPTIMAL,0.0039997100830078125,3,OPTIMAL,0.0,0,OPTIMAL,0.006000041961669922,15,OPTIMAL,0.014999628067016602,61,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,3,OPTIMAL,0.010999679565429688,3,OPTIMAL,0.0070002079010009766,15,OPTIMAL,0.01900029182434082,61
ABCC1,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.013999223709106445,15,OPTIMAL,0.029000043869018555,80,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.015999794006347656,1,OPTIMAL,0.010999917984008789,15,OPTIMAL,0.02200031280517578,80,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,INFEASIBLE,0.0,0,OPTIMAL,0.01100015640258789,17,CUT_LIMIT,0.026000022888183594,100,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.01600027084350586,17,CUT_LIMIT,0.4219992160797119,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,1,INFEASIBLE,0.0,0,OPTIMAL,0.013999462127685547,17,CUT_LIMIT,29.93600821495056,10000
ABCC10,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.025999784469604492,5,OPTIMAL,0.020000219345092773,16,OPTIMAL,0.018000364303588867,50,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,1,OPTIMAL,0.023000240325927734,5,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.00899958610534668,50,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.004999876022338867,2,OPTIMAL,0.014999628067016602,16,OPTIMAL,0.01699972152709961,43,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.008000373840332031,16,OPTIMAL,0.018999814987182617,43,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.01399993896484375,16,OPTIMAL,0.01999974250793457,43
ABCC3,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.023999691009521484,18,OPTIMAL,0.0070002079010009766,46,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.01300048828125,18,OPTIMAL,0.020000696182250977,46,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0
ABCC4,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.02200007438659668,6,OPTIMAL,0.0,14,OPTIMAL,0.02299952507019043,79,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.02200007438659668,6,OPTIMAL,0.006000041961669922,14,OPTIMAL,0.012000560760498047,79,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,4,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.009000062942504883,15,OPTIMAL,0.03300070762634277,76,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.0009999275207519531,4,OPTIMAL,0.0,0,OPTIMAL,0.0039997100830078125,15,OPTIMAL,0.024000167846679688,76,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,4,OPTIMAL,0.006000041961669922,0,OPTIMAL,0.017999887466430664,15,OPTIMAL,0.02100062370300293,76
ABCC5,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0010001659393310547,1,OPTIMAL,0.03099966049194336,4,OPTIMAL,0.020000219345092773,15,OPTIMAL,0.014999866485595703,62,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.020999431610107422,4,OPTIMAL,0.01100015640258789,15,OPTIMAL,0.018000364303588867,62,OPTIMAL,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.02500009536743164,17,OPTIMAL,0.018999814987182617,37,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.017000198364257812,17,OPTIMAL,0.015999794006347656,37,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.013000011444091797,17,OPTIMAL,0.014999628067016602,37
ABCD1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.015999794006347656,18,OPTIMAL,0.026999473571777344,55,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.013000011444091797,18,OPTIMAL,0.01600027084350586,55,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0010001659393310547,0,INFEASIBLE,0.0,0
ABCD3,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.005000114440917969,3,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.002000093460083008,14,CUT_LIMIT,0.03900027275085449,100,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.0,0,OPTIMAL,0.0030002593994140625,14,CUT_LIMIT,0.44699931144714355,1000,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,3,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.0060002803802490234,15,OPTIMAL,0.01900005340576172,83,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.0019998550415039062,3,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,15,OPTIMAL,0.01699995994567871,83,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,3,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0029997825622558594,15,OPTIMAL,0.02400040626525879,83
ABCD4,OPTIMAL,0.0,0,OPTIMAL,0.0,0,OPTIMAL,0.01999974250793457,4,OPTIMAL,0.0029997825622558594,14,OPTIMAL,0.010999917984008789,71,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.018000125885009766,4,OPTIMAL,0.00599980354309082,14,OPTIMAL,0.02200031280517578,71,OPTIMAL,0.0029997825622558594,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.03299999237060547,2,OPTIMAL,0.009999990463256836,17,OPTIMAL,0.017000436782836914,48,OPTIMAL,0.017000198364257812,2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.012000083923339844,17,OPTIMAL,0.019000768661499023,48,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.028999805450439453,2,OPTIMAL,0.02499985694885254,17,OPTIMAL,0.020999670028686523,48
ABCE1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.009999752044677734,15,CUT_LIMIT,0.02099919319152832,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.018000125885009766,15,CUT_LIMIT,0.4270000457763672,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.012000083923339844,17,OPTIMAL,0.004000186920166016,64,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.029000043869018555,17,OPTIMAL,0.024999618530273438,64,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,1,OPTIMAL,0.01900005340576172,0,OPTIMAL,0.013000011444091797,17,OPTIMAL,0.02299952507019043,64
ABCF1,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.01399993896484375,17,CUT_LIMIT,0.031000614166259766,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.01600027084350586,17,OPTIMAL,0.031000375747680664,110,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0010001659393310547,0,OPTIMAL,0.015999794006347656,18,CUT_LIMIT,0.04999995231628418,100,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,0,OPTIMAL,0.010999917984008789,18,CUT_LIMIT,0.659996747970581,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.015999794006347656,18,TOTAL_TIME_LIMIT,30.004992961883545,9207
ABCF2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,0,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.009999752044677734,17,OPTIMAL,0.032999515533447266,94,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.017000198364257812,17,OPTIMAL,0.032000064849853516,94,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,2,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0029997825622558594,15,CUT_LIMIT,0.026999235153198242,100,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.0,0,OPTIMAL,0.004999637603759766,15,CUT_LIMIT,0.5959980487823486,1000,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.003000020980834961,15,TOTAL_TIME_LIMIT,30.001999855041504,8682
ABCF3,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0010001659393310547,2,OPTIMAL,0.014000177383422852,2,OPTIMAL,0.03000020980834961,16,OPTIMAL,0.03600001335144043,92,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.010999917984008789,2,OPTIMAL,0.037000417709350586,16,OPTIMAL,0.039999961853027344,92,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.0019998550415039062,16,OPTIMAL,0.025999784469604492,53,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.02200007438659668,53,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.011999845504760742,16,OPTIMAL,0.02700042724609375,53
ABCG1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.010000228881835938,3,OPTIMAL,0.020000219345092773,15,OPTIMAL,0.040000200271606445,74,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.009000062942504883,3,OPTIMAL,0.01900005340576172,15,OPTIMAL,0.03200030326843262,74,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.0070002079010009766,2,OPTIMAL,0.005000114440917969,16,OPTIMAL,0.029999494552612305,86,OPTIMAL,0.007999897003173828,2,OPTIMAL,0.004999637603759766,2,OPTIMAL,0.0,0,OPTIMAL,0.006999969482421875,16,OPTIMAL,0.016999244689941406,86,OPTIMAL,0.0,0,OPTIMAL,0.017999887466430664,2,OPTIMAL,0.0060002803802490234,2,OPTIMAL,0.006999969482421875,16,OPTIMAL,0.03000044822692871,86
ABHD10,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.011999845504760742,2,OPTIMAL,0.004999876022338867,15,CUT_LIMIT,0.023999929428100586,100,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.02500009536743164,2,OPTIMAL,0.004999876022338867,15,OPTIMAL,0.0280001163482666,106,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,0,INFEASIBLE,0.0,0,OPTIMAL,0.010999917984008789,18,CUT_LIMIT,0.037000179290771484,100,INFEASIBLE,0.0,0,OPTIMAL,0.016000032424926758,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01900029182434082,18,CUT_LIMIT,0.5430011749267578,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,OPTIMAL,0.020999908447265625,18,TOTAL_TIME_LIMIT,30.00401473045349,9247
ABHD11,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.032000064849853516,16,CUT_LIMIT,0.04600024223327637,100,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.009000062942504883,1,OPTIMAL,0.032000064849853516,16,CUT_LIMIT,0.43399858474731445,1000,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.009999990463256836,17,OPTIMAL,0.023000240325927734,53,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01600027084350586,17,OPTIMAL,0.04699897766113281,53,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.01300048828125,17,OPTIMAL,0.01999974250793457,53
ABHD12,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.015000343322753906,16,OPTIMAL,0.031999826431274414,89,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0009999275207519531,1,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.01399993896484375,16,OPTIMAL,0.02700042724609375,89,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.002000093460083008,15,CUT_LIMIT,0.020999908447265625,100,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,15,CUT_LIMIT,0.5229980945587158,1000,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0019998550415039062,15,TOTAL_TIME_LIMIT,30.006985664367676,9067
